A_PageRank,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_PageRank,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0.0019548048,322682,37601,22232,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483,696,234.338068182,7168.46448864,0.0013273731,1674046,24246,16572,1560.77045543,561.797879064,4.3004119793,1.089386938,3.5551939912,5759,33.1578857045,2172.98524112
0.0007793552,3893,1059,168,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642,15,95.8,2188.73333333,0.000714498,30426,1376,379,43.6753508777,11.8914622473,6.6349622524,2.606656885,14.0408582974,148,65.6535947712,15604.496732
0.0003743438,103607,53468,3137,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585,203,30.0931372549,3217.36764706,0.000417773,1294,431,44,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,2,836,11447.5
0.0010209388,11147,1500,474,40.5925124122,5.9230088067,19.6480644548,1.8617652072,12.2610292136,128,107.431818182,2481.13636364,0.001726556,41367,71,717,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,122,14.9918699187,2044.91056911
0.0001683626,108768,57,62,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388,3,7.3333333333,1022.33333333,0.0009616779,158467,154157,1590,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,791,122.252801993,11514.8119552
0.001237237,570772,5390,6687,206.960216096,63.0868408961,1.5527987578,0.5912056069,1.3155778641,775,71.7395171537,4372.91232529,0.0005165761,20542,635,142,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,40,35.4523809524,2758.52380952
0.0007101023,3832,859,312,11.1233264183,3.7552064394,0.5738561569,0.1005033585,1.3014346788,36,67.7567567568,1152.24324324,0.0006446411,10270,5625,608,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542,226,73.3744493392,4133.12334802
0.0012944493,242529,7561,3702,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,894,63.0989988877,8653.06562848,0.0001582427,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667
0.0023755112,206818,15196,2513,15.2101079964,4.3146589875,0.1005033585,0.1005033585,0.1005033585,69,321.188405797,17454.115942,0.0006446411,10270,5625,608,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542,226,73.3744493392,4133.12334802
0.0015652442,2260661,233,12680,13580.6294376,1883.09001537,27.1828015928,13.098383319,18.3497218154,35645,16.8700174752,2092.42004383,0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364
0.0015364307,1682535,1015,24553,406.752146874,275.93194543,6.6612080914,1.8062605472,5.7672669037,1660,171.575811209,10590.3946903,0.0001501168,655,562,33,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,2,10,602.5
0.0009459762,1641075,695,14343,5237.29104892,1080.58372601,17.6361116683,3.3928299607,6.6222058641,15102,9.5836020267,1249.68052905,0.0001502842,254,341,9,6.5257924076,1.1579752375,1.3328979597,0.3518401439,1.5671602679,21,74.3333333333,2138.23809524
0.0001622563,11018,160,447,2.9289745107,0.8801967787,0.1005033585,0.1005033585,0.5908589259,9,19.5,1779.7,0.0001465126,60,146,0,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354,1,172,4592
0.0012929695,501043,3289,6694,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765,1093,70.6588021779,4390.37931034,0.0001762125,4557,82,167,7.3376261649,4.3974973143,0.1005033585,0.1005033585,2.0920169577,25,12.44,398.76
0.0013195773,1607541,93,9876,389.533119657,217.628442156,0.3595336011,0.1005033585,0.8497901318,1706,9.9790331974,774.39895166,0.0002385367,2014,1943,70,0.7568434702,0.1005033585,0.3347656668,0.1005033585,1.328776303,3,74.6666666667,2346.33333333
0.0001488585,209,454,7,0.6134091419,0.3543788993,0.1005033585,0.1005033585,0.1005033585,2,0.5,9,0.0010524618,47006,7814,3646,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657,312,199.39556962,4093.15822785
0.0003022578,1720,540,151,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,14,94.5,1823.42857143,0.0003375196,3892,4333,43,0.2979731768,0.1005033585,0.1005033585,0.1005033585,1.0835292925,1,0,1
0.002365419,480412,11948,16294,1795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,6867,60.8146619217,2695.61252669,0.0024772714,44034,2974,3456,223.914525839,85.6051762716,23.6886708148,9.2602446797,21.0503096777,871,332.823329558,9018.23556059
0.0010184429,66689,12069,2141,55.8729665232,23.0705592696,3.8603707397,0.3569432987,4.1003717744,221,51.0852017937,1632.53363229,0.0001279863,380,507,22,0.2979731768,0.1005033585,0.8349808627,0.5959620807,0.5959620807,1,21,1654
0.0009096004,130850,3394,449,92.8696511202,16.5384838869,2.5480476154,0.1005033585,3.036687975,355,102.573002755,10481.7355372,0.0005825785,5996,906,192,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,68,50.6470588235,1483.98529412
0.0001418282,44,79,1,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585,2,33.5,629,0.0004468618,130878,5409,378,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322,51,18.9019607843,4006.68627451
0.0004511767,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3,0.0006359682,49326,42259,1446,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585,2,43,1651.5
0.0016851462,100836,144,1781,512.444492859,143.893264105,4.5897566217,1.8449317073,5.1108506011,1743,30.7592067989,1251.02832861,0.0003521881,7157,73,82,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841,31,29.4838709677,4767.29032258
0.0011600428,245591,266,4105,111.713045319,46.7096713942,2.4385836502,0.5714418257,3.1413942379,501,156.454365079,6599.69642857,0.001399503,871652,140,13838,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905,562,135.158450704,5187.5
0.0008359305,78731,6212,1971,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142,378,59.9166666667,2026.7578125,0.0015282186,2280149,373178,17619,799.231536917,227.591936211,1.0895431621,1.0895431621,2.5616682259,2814,26.3027234637,1945.46124302
0.0002119506,2759731,108731,31129,566.765962564,147.156874882,1.3794185157,0.1005033585,0.6064813383,2174,56.505946935,6777.86047575,0.0022038838,28819413,664324,190130,30348.9058532,10765.5435435,0.5643427289,0.3324230437,2.0388821238,99704,29.052878632,2045.66120829
0.0020093227,221001,906,8613,3933.23800737,1574.38645056,0.3395221406,0.1005033585,12.7373300964,10560,42.9620782601,1498.35542337,0.0002829549,34463,29808,1689,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568,66,75.5303030303,1916.89393939
0.0004511767,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3,0.0022315955,163145,906,4475,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,688,82.9386590585,1809.65049929
0.0003486204,3081505,119234,316,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585,66,55.6417910448,17588.0597015,0.0001692888,5685,942,477,30.131220894,1.6499776487,5.3123945176,0.1005033585,4.8191429483,111,224.225225225,7527.40540541
0.0019019651,1404323,563,20057,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,4027,57.6438389197,3201.29370629,0.0002326075,3741,1635,242,0.5654910781,0.3166676606,0.1005033585,0.1005033585,0.3518401439,2,0,7.5
0.000178476,3914,1439,165,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585,9,18.7777777778,899,0.0007013808,7554,1711,181,21.6018659681,3.5816611274,6.7646570426,1.1197266986,4.5632463243,85,48.5,1993.62790698
0.0008598547,13373,1385,614,32.073726609,8.5801028967,0.3621500682,0.1005033585,0.8330885354,126,356.619047619,16802.8095238,0.0004819818,1773,698,114,3.3150515058,0.1005033585,1.0838573278,0.3395221406,1.3428875703,11,115.636363636,1718
0.000342766,3166413,276,603,1253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,4801,7.9061738424,1694.6988221,0.0015282186,2280149,373178,17619,799.231536917,227.591936211,1.0895431621,1.0895431621,2.5616682259,2814,26.3027234637,1945.46124302
0.0019713475,138235,780,1415,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024,852,27.4785631518,4345.21668598,0.000224003,1271,1503,59,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585,1,0,12
0.0021421655,631958,674,7522,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,2536,35.838659392,2231.56897896,0.0005474302,10167,900,117,36.7309515474,8.7601806312,5.6262120834,0.8574066544,15.7678198014,137,33.8695652174,4078.99275362
0.001237237,570772,5390,6687,206.960216096,63.0868408961,1.5527987578,0.5912056069,1.3155778641,775,71.7395171537,4372.91232529,0.0010601735,823481,2667,13252,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794,351,58.414084507,3523.25070423
0.0012944493,242529,7561,3702,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,894,63.0989988877,8653.06562848,0.0004774206,4363,221,165,7.3623019486,0.1005033585,4.0311423654,0.8607551071,2.5637208177,21,109.695652174,5559.86956522
0.0001406349,489,473,16,2.215723419,0.5381217651,0.1005033585,0.1005033585,0.3621500682,10,91.9,2778.9,0.0002385367,2014,1943,70,0.7568434702,0.1005033585,0.3347656668,0.1005033585,1.328776303,3,74.6666666667,2346.33333333
0.0001441221,314,398,11,2.9117562808,0.5034618693,1.5463472457,0.3324230437,1.3338446607,9,16.1111111111,495.777777778,0.0024598582,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.0494079232,4.8068233239,1280,48.5328185328,1554.48957529
0.0001582427,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667,0.0004511767,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3
0.0002306995,3200,3256,146,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682,1,0,11,0.000942191,513424,6,10043,755.632593095,364.713137315,4.7653348874,0.5861024521,6.5920671904,3166,22.8915963761,1386.83036551
0.0015364307,1682535,1015,24553,406.752146874,275.93194543,6.6612080914,1.8062605472,5.7672669037,1660,171.575811209,10590.3946903,0.0020400991,1525260,747,41582,3316.25953264,1401.93976746,8.2571359615,6.5583557312,22.4431911187,12203,57.9573283859,2352.64733403
0.0012491964,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.1005033585,32.9730239162,8550,59.1202267994,4861.41090025,0.0010209388,11147,1500,474,40.5925124122,5.9230088067,19.6480644548,1.8617652072,12.2610292136,128,107.431818182,2481.13636364
0.0004989874,7271,335,417,8.7866655883,5.8762309499,0.3674625562,0.1005033585,0.3674625562,40,79.125,1841.3,0.0010085246,404679,3866,7149,89.0150487336,10.4367800398,14.1894824157,0.8300950124,8.0708983647,322,250.058282209,7562.35276074
0.0001487277,1221,313,105,0.3674625562,0.3674625562,0.1005033585,0.1005033585,0.1005033585,1,9,1096,0.001726556,41367,71,717,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,122,14.9918699187,2044.91056911
0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364,0.0001635495,697,14,37,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,54,47.2181818182,790.636363636
0.002387895,580544,2799,7371,296.978205315,135.831428625,15.0330256841,4.8071798123,8.2620631267,1201,87.1837748344,3547.78228477,0.0003022578,1720,540,151,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,14,94.5,1823.42857143
0.0003486204,3081505,119234,316,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585,66,55.6417910448,17588.0597015,0.000340184,41765,185,1356,1529.64305757,282.858500112,76.8095144531,5.3921710955,104.438625475,3307,50.1320417288,3585.78986587
0.0004107282,9093,672,457,11.1220209346,2.8135230448,15.1659349125,2.5386671759,7.0167592503,36,123.138888889,4708.16666667,0.0015282186,2280149,373178,17619,799.231536917,227.591936211,1.0895431621,1.0895431621,2.5616682259,2814,26.3027234637,1945.46124302
0.0012773694,132100,56571,1780,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,804,271.116707617,12786.2518428,0.0005177458,5151,2195,213,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,95,96.587628866,2232.69072165
0.0020042021,1912232,33395,14891,38159.5386095,131.9544457,2.1732414024,0.6237967779,4.1431152428,21964,19.2453627508,1027.42097771,0.0001279863,20,7,2,7.6908237318,0.2773056408,1.3315079797,0.1005033585,2.8306268013,6,2,96.1666666667
0.0012386001,366460,466,3381,1167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,3450,17.9143591208,1464.34627462,0.0012773694,132100,56571,1780,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,804,271.116707617,12786.2518428
0.0004757849,33669,29327,883,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818,228,72.7792207792,3492.19480519,0.0004104244,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.1005033585,6.6288967245,206,167.913043478,6161.9178744
0.0019063206,454514,1479,5187,455.180615236,293.839558332,30.1880543966,0.1005033585,21.0631964465,1793,159.00596206,5756.67913279,0.0009459762,1641075,695,14343,5237.29104892,1080.58372601,17.6361116683,3.3928299607,6.6222058641,15102,9.5836020267,1249.68052905
0.0001501168,655,562,33,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,2,10,602.5,0.0004633436,1433,249,113,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,1,0,0
0.001187447,1259676,337,6109,908.649321529,211.33367097,12.0217812214,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133,0.001181731,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,307,159.200647249,5131.31067961
0.0008375414,3867,2059,170,92.9958484391,6.5588304925,66.0539248723,9.2138349697,54.4814646219,252,89.4745098039,2699.65490196,0.0005165761,20542,635,142,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,40,35.4523809524,2758.52380952
0.0009691331,14843,12352,867,48.5302706176,13.1948176686,17.8887517201,1.8480250135,13.9392783231,168,184.711764706,10791.7470588,0.0009834508,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965
0.0002367747,37490,305,2309,32.9306900168,14.0313053973,3.5458867471,0.1005033585,3.5611538615,128,143.061068702,4970.14503817,0.001137748,6059,964,357,185.195893615,37.2509659919,96.6787318637,26.8732514022,77.9073566348,464,112.865671642,5328.20255864
0.0009616779,158467,154157,1590,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,791,122.252801993,11514.8119552,0.0002264891,598,600,11,12.5329763908,0.1005033585,3.0695841148,0.1005033585,2.7647620837,30,53.6363636364,1453.63636364
0.0014345794,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911,2376,66.3959899749,2706.10818713,0.0002201337,5501,5908,400,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422,28,86.3214285714,1704.92857143
0.0004076879,750,997,29,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936,11,192.363636364,3855.72727273,0.001014859,21591,1179,228,90.4565058494,25.7982917525,5.7093286483,1.1111588222,5.1766200245,369,18.4429708223,1330.36604775
0.0003099253,3638,3341,85,2.7935772011,1.4027026296,2.5940892677,0.5981501935,3.8021434159,11,9.4166666667,489.083333333,0.0010524618,47006,7814,3646,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657,312,199.39556962,4093.15822785
0.0002002645,1010,1014,62,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,4,154.75,1705,0.0001726543,867,413,52,10.9063491932,2.3590240688,3.9751770642,1.1244179198,2.6359471571,32,66.9117647059,1119.44117647
0.0016851462,100836,144,1781,512.444492859,143.893264105,4.5897566217,1.8449317073,5.1108506011,1743,30.7592067989,1251.02832861,0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364
0.0004953232,28613,3557,9,0.7514342508,0.2959984786,0.1005033585,0.1005033585,0.1005033585,3,2.6666666667,218.333333333,0.0011600428,245591,266,4105,111.713045319,46.7096713942,2.4385836502,0.5714418257,3.1413942379,501,156.454365079,6599.69642857
0.0019019651,1404323,563,20057,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,4027,57.6438389197,3201.29370629,0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364
0.0004915893,67736,30523,1948,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092,190,153.703125,4391.67708333,0.0012379008,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.8582262703,6.4840859489,5210,13.5984877127,1336.21361059
0.0005447334,3764,703,222,5.2706205371,1.6011585692,2.3383325606,0.1005033585,1.5965386702,18,139.444444444,4573.88888889,0.0012386001,366460,466,3381,1167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,3450,17.9143591208,1464.34627462
0.001690545,470926,322,7095,1005.88841255,440.824681207,6.1969294162,2.8976662377,17.971280338,3999,39.0667986145,2468.15141019,0.0013927076,1634478,12567,38425,12725.7097184,4935.33541518,21.7598593263,7.2621863829,16.691417768,23939,24.4788244035,2299.08829357
0.0015900716,48711,22845,932,61.9248042388,18.5789010899,0.1005033585,0.1005033585,0.1005033585,229,80.3433476395,4431.68240343,0.0001317904,21,193,0,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3518401439,0,0,0
0.0014514411,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.1005033585,15.9532425551,567,276.496515679,8038.06620209,0.0017331527,126738,779,4115,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,690,126.044159544,3627.96866097
0.0010855176,488553,38857,6666,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,170,396.432748538,14225.1754386,0.0002265439,16978,6715,451,0.3324230437,0.1005033585,0.1005033585,0.1005033585,3.3429985107,1,130,2874
0.0004989874,7271,335,417,8.7866655883,5.8762309499,0.3674625562,0.1005033585,0.3674625562,40,79.125,1841.3,0.000342766,3166413,276,603,1253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,4801,7.9061738424,1694.6988221
0.0009834508,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965,0.0012773694,132100,56571,1780,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,804,271.116707617,12786.2518428
0.0012367014,58090,6,2963,98.9542408593,27.7975963377,0.7962624141,0.3324230437,0.3324230437,430,241.68045977,8490.30114943,0.0001762125,4557,82,167,7.3376261649,4.3974973143,0.1005033585,0.1005033585,2.0920169577,25,12.44,398.76
